,Unnamed: 0,Player ID,Name,Last_Name,Position,Team,Cost_Today,Total Points,Form,Points/Game,xGi,xGc,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW4,GW5,GW6,GW7,GW8,GW9,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
1003,251,252,Raúl,Raúl,FWD,Fulham,54,12,3.7,3,0.29,1.31,0.5,1,0,1,9,3,40,1,105,0,0,0,0,0,2467,14526,48,23,73,14.6,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0.74,0.37,0.2846,0.2312,5
1007,252,253,Tim,Ream,DEF,Fulham,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0,0,0,0,
1011,253,254,Harrison,Reed,MID,Fulham,49,4,1,1,0.68,9.15,0,0,0,0,1,0,18,1,12,0,0,0,0,0,151,91,6.2,15.6,2,2.3,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0.2,0.1,0.0769,0.0625,5
1015,254,255,Antonee,Robinson,DEF,Fulham,47,15,4.3,3.8,0.09,1.06,17.5,0,2,0,2,2,77,4,360,1,0,0,0,0,22537,31955,136.2,72.3,6,21.5,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0.86,0.43,0.3308,0.2688,5
1019,255,256,Jay,Stansfield,FWD,Fulham,50,1,0,1,0,60.3,0.1,0,0,0,0,0,2,0,1,0,0,0,0,0,516,0,0,0,0,0,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0,0,0,0,
1023,256,257,Kenny,Tete,DEF,Fulham,45,8,2,2,0.11,1.06,0.4,0,0,0,2,0,25,4,360,0,0,0,0,0,1095,530,49.8,24.2,41,11.5,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0.4,0.2,0.1538,0.125,5
1027,257,258,Carlos Vinícius,Vinicius,FWD,Fulham,50,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5761,117,0,0,0,0,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0,0,0,0,
1031,258,259,Harry,Wilson,MID,Fulham,54,2,0.3,0.7,0.05,3.08,0.1,0,0,0,0,0,7,1,36,1,0,0,0,0,606,176,0.2,5.2,12,1.6,WHU (H),NEW (H),NFO (A),MCI (A),AVL (H),EVE (A),2,3,2,5,3,3,3,5,10,13,16,0.06,0.03,0.0231,0.0188,5
1035,259,260,Ali,Al-Hamadi,FWD,Ipswich,50,1,0,0.3,0.06,1.86,0.4,0,0,0,0,0,0,1,32,2,0,0,0,0,2329,1043,4,11.5,4,2,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0,0,0,0,
1039,260,261,Elkan,Baggott,DEF,Ipswich,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0,0,0,0,
1043,261,262,Nathan,Broadhead,MID,Ipswich,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,0,0,0,0,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0,0,0,0,
1047,262,263,Cameron,Burgess,DEF,Ipswich,40,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,779,334,0,0,0,0,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0,0,0,0,
1051,263,264,Wes,Burns,MID,Ipswich,49,1,0.3,0.5,0.01,1.33,0,0,0,0,1,0,2,0,114,1,0,0,0,0,96,138,1.6,5.8,2,0.6,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0.06,0.0429,0.0333,0.0273,5
1055,264,265,Conor,Chaplin,MID,Ipswich,53,5,1,1.2,0.02,2.12,0.2,0,0,0,1,0,24,1,72,0,0,0,0,0,679,61,6.4,3,2,1.2,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0.2,0.1429,0.1111,0.0909,5
1059,265,266,Harry,H.Clarke,DEF,Ipswich,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,39,0,0,0,0,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0,0,0,0,
1063,266,267,Leif,Davis,DEF,Ipswich,45,14,4.3,3.5,0.14,2.15,1.8,0,1,1,6,2,44,7,360,0,0,0,0,0,2092,10879,71.8,64.9,13,15,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0.86,0.6143,0.4778,0.3909,5
1067,267,268,Liam,Delap,FWD,Ipswich,55,12,3.3,3,0.13,2.3,1,1,0,0,1,1,31,6,293,0,0,0,0,0,4696,7528,46.2,37.9,54,13.7,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0.66,0.4714,0.3667,0.3,5
1071,268,269,George,Edmundson,DEF,Ipswich,40,1,0.3,1,0,0,0.1,0,0,0,0,0,3,0,1,0,0,0,0,0,568,0,0,0,0,0,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0.06,0.0429,0.0333,0.0273,5
1075,269,270,Jacob,Greaves,DEF,Ipswich,40,9,2.7,2.2,0.03,2.15,2,0,0,1,6,0,44,7,360,0,0,0,0,0,2411,22991,91.2,1.5,39,13.2,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0.54,0.3857,0.3,0.2455,5
1079,270,271,Marcus,Harness,MID,Ipswich,49,2,0.3,1,0.1,2.85,0,0,0,0,0,0,4,2,43,0,0,0,0,0,89,0,9.4,1.9,6,1.7,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0.06,0.0429,0.0333,0.0273,5
1083,271,272,George,Hirst,FWD,Ipswich,54,1,0.3,1,0,1.28,0,0,0,0,1,0,3,0,31,0,0,0,0,0,73,128,1.2,10.3,2,1.4,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0.06,0.0429,0.0333,0.0273,5
1087,272,273,Cameron,Humphreys,MID,Ipswich,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0,0,0,0,
1091,273,274,Omari,Hutchinson,MID,Ipswich,54,7,2,1.8,0.1,2.13,0.4,0,0,1,2,0,34,7,352,2,0,0,0,0,1540,625,20.8,11.7,46,7.9,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0.4,0.2857,0.2222,0.1818,5
1095,274,275,Ben,Johnson,DEF,Ipswich,40,3,1,1.5,0.15,4.05,4,0,1,0,0,0,-3,6,123,0,0,0,0,0,11557,1555,42.4,17.8,0,6,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0.2,0.1429,0.1111,0.0909,5
1099,275,276,Freddie,Ladapo,FWD,Ipswich,45,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,7988,0,0,0,0,0,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0,0,0,0,
1103,276,277,Massimo,Luongo,MID,Ipswich,45,5,1,1.7,0,3.13,0.6,0,0,0,1,0,19,4,141,0,0,0,0,0,2192,2206,23.8,4,0,2.8,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0.2,0.1429,0.1111,0.0909,5
1107,277,278,Sam,Morsy,MID,Ipswich,49,6,1.3,1.5,0.09,2.13,0.2,0,0,1,2,0,44,7,353,3,0,0,0,0,790,450,67.4,40.1,2,11,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0.26,0.1857,0.1444,0.1182,5
1111,278,279,Corrie,Ndaba,DEF,Ipswich,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0,0,0,0,
1115,279,280,Cieran,Slicker,GK,Ipswich,40,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,944,507,0,0,0,0,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0,0,0,0,
1119,280,281,Jack,Taylor,MID,Ipswich,49,2,0.3,1,0.06,2.85,0,0,0,0,0,0,8,2,43,0,0,0,0,0,115,40,10.2,0.9,2,1.3,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0.06,0.0429,0.0333,0.0273,5
1123,281,282,Axel,Tuanzebe,DEF,Ipswich,40,9,2.7,2.2,0.03,2.12,2,0,0,1,6,0,41,7,341,0,0,0,0,0,3139,36679,81.8,29.4,4,11.5,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0.54,0.3857,0.3,0.2455,5
1127,282,283,Christian,Walton,GK,Ipswich,45,2,0,2,0,2.65,0.2,0,0,0,0,0,9,2,90,0,0,3,0,0,650,147,28.2,0,0,2.8,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0,0,0,0,
1131,283,284,Luke,Woolfenden,DEF,Ipswich,40,2,0.7,0.7,0.01,2.31,1.8,0,0,0,0,0,16,7,270,1,0,0,0,0,3639,5240,58.2,1.3,6,6.6,BHA (A),SOU (A),AVL (H),WHU (A),EVE (H),BRE (A),2,2,3,2,2,2,2,5,7,9,11,0.14,0.1,0.0778,0.0636,5
1135,284,285,Boubakary,B.Soumaré,MID,Leicester,45,1,0.2,1,0,2.05,0.2,0,0,0,0,0,3,0,11,0,0,0,0,0,782,510,0.2,0.3,0,0.1,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.0286,0.0222,0.0182,0.0154,6.993
1139,285,286,Tom,Cannon,FWD,Leicester,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5337,0,0,0,0,0,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0,0,0,0,
1143,286,287,Hamza,Choudhury,MID,Leicester,45,1,0.2,1,0,6.62,0.2,0,0,0,1,0,4,1,14,0,0,0,0,0,636,596,3,0,0,0.3,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.0286,0.0222,0.0182,0.0154,6.993
1147,287,288,Conor,Coady,DEF,Leicester,40,0,0,0,0,12.73,0.3,0,0,0,0,0,-6,1,7,1,0,0,0,0,715,1216,2,0,0,0.2,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0,0,0,0,
1151,288,289,Patson,Daka,FWD,Leicester,49,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,283,0,0,0,0,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0,0,0,0,
1155,289,290,Bobby,De Cordova-Reid,MID,Leicester,54,5,1.2,1.7,0.07,1.59,0.1,0,0,0,0,0,13,2,148,0,0,0,0,0,534,46,8.6,3.6,11,2.3,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.1714,0.1333,0.1091,0.0923,7.0012
1159,290,291,Wout,Faes,DEF,Leicester,41,10,2.5,2.5,0.08,1.78,12.8,1,0,0,1,0,35,7,360,1,0,0,0,0,16667,32478,130,2.1,46,17.8,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.3571,0.2778,0.2273,0.1923,7.0008
1163,291,292,Michael,Golding,MID,Leicester,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,182,118,0,0,0,0,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0,0,0,0,
1167,292,293,Mads,Hermansen,GK,Leicester,45,8,2,2,0,1.78,0.5,0,0,0,1,0,43,7,360,0,0,14,0,0,1226,1052,129.2,0.1,0,13,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.2857,0.2222,0.1818,0.1538,7.0004
1171,293,294,Daniel,Iversen,GK,Leicester,40,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,985,489,0,0,0,0,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0,0,0,0,
1175,294,295,James,Justin,DEF,Leicester,45,5,1.2,1.2,0.05,1.78,0.3,0,0,0,1,0,32,7,360,0,0,0,0,0,700,628,56.6,12.1,12,8,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.1714,0.1333,0.1091,0.0923,7.0012
1179,295,296,Victor,Kristiansen,DEF,Leicester,45,4,1,1,0.05,1.81,0.1,0,0,0,1,0,32,7,354,1,0,0,0,0,238,237,76.4,71.5,0,14.8,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.1429,0.1111,0.0909,0.0769,6.9979
1183,296,297,Wanya,Marcal,MID,Leicester,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0,0,0,0,
1187,297,298,Stephy,Mavididi,MID,Leicester,53,10,2.5,2.5,0.74,1.27,0.3,1,0,0,7,0,31,1,124,0,0,0,0,0,909,4033,45.2,20.8,30,9.6,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.3571,0.2778,0.2273,0.1923,7.0008
1191,298,299,Kasey,McAteer,MID,Leicester,49,3,0.8,1,0.18,1.8,0,0,0,0,0,0,6,0,10,0,0,0,0,0,188,56,5.2,0.5,6,1.1,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.1143,0.0889,0.0727,0.0615,6.9991
1195,299,300,Wilfred,Ndidi,MID,Leicester,50,17,4.2,4.2,0.26,1.59,0.4,0,3,0,8,1,84,6,343,1,0,0,0,0,1504,17868,108.8,76,54,23.9,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.6,0.4667,0.3818,0.3231,7
1199,300,301,Caleb,Okoli,DEF,Leicester,40,1,0.2,0.5,0.03,2.04,0.2,0,0,0,1,0,13,4,180,1,0,0,0,0,448,1043,48.2,1.9,20,7,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.0286,0.0222,0.0182,0.0154,6.993
1203,301,302,Ricardo,Ricardo,DEF,Leicester,44,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,594,112,0,0,0,0,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0,0,0,0,
1207,302,303,Harry,Souttar,DEF,Leicester,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0,0,0,0,
1211,303,304,Jakub,Stolarczyk,GK,Leicester,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,114,0,0,0,0,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0,0,0,0,
1215,304,305,Luke,Thomas,DEF,Leicester,40,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,489,0,0,0,0,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0,0,0,0,
1219,305,306,Jamie,Vardy,FWD,Leicester,56,19,4.8,4.8,0.42,1.87,8.2,2,0,0,8,4,71,7,328,1,0,0,0,0,14293,140320,79,26.5,83,18.7,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.6857,0.5333,0.4364,0.3692,7.0001
1223,306,307,Jannik,Vestergaard,DEF,Leicester,40,2,0.5,1,0,1.5,3,0,0,0,0,0,7,3,180,1,0,0,0,0,9099,4251,37.8,0.6,7,4.5,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.0714,0.0556,0.0455,0.0385,7.0028
1227,307,308,Danny,Ward,GK,Leicester,40,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3277,1909,0,0,0,0,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0,0,0,0,
1231,308,309,Harry,Winks,MID,Leicester,45,7,1.8,1.8,0.06,1.78,15.1,0,0,0,2,0,56,7,360,1,0,0,0,0,28435,51679,50.8,43.4,0,9.5,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.2571,0.2,0.1636,0.1385,7.0012
1235,309,310,Alisson,A.Becker,GK,Liverpool,55,23,5.3,5.8,0,0.65,13.9,0,0,3,2,2,91,1,360,0,0,9,0,0,20865,38858,80,0,0,7.9,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,1.325,0.7571,0.53,0.3533,4
1239,310,311,Trent,Alexander-Arnold,DEF,Liverpool,70,21,4.3,5.2,0.59,0.59,31.6,0,0,3,1,2,78,1,312,1,0,0,0,0,48868,38522,61.2,157.1,19,23.7,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,1.075,0.6143,0.43,0.2867,4
1243,311,312,Stefan,Bajcetic,MID,Liverpool,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0,0,0,0,
1247,312,313,Conor,Bradley,DEF,Liverpool,49,4,1,1,0.47,1.04,0.4,0,0,0,1,0,11,1,75,0,0,0,0,0,1595,380,17.8,6.5,52,7.6,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0.25,0.1429,0.1,0.0667,4
1251,313,314,Fábio,Carvalho,MID,Brentford,49,4,1,1,0.15,4.39,0.8,0,0,0,1,0,13,2,56,0,0,0,0,0,4496,781,5.8,2.9,13,2.2,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0.1667,0.125,0.0909,0.0769,5.9988
1255,314,315,Bobby,Clark,MID,Liverpool,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0,0,0,0,
1259,315,316,Darwin,Darwin,FWD,Liverpool,72,3,1,1,0.22,1.2,2.4,0,0,0,1,0,10,1,62,0,0,0,0,0,14610,2734,8,15.5,3,2.7,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0.25,0.1429,0.1,0.0667,4
1263,316,317,Diogo,Diogo J.,MID,Liverpool,76,18,3.3,4.5,0.64,0.55,16.9,1,1,3,1,0,41,0,283,0,0,0,0,0,66903,14993,55.2,32.7,122,20.9,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0.825,0.4714,0.33,0.22,4
1267,317,318,Ben,Doak,MID,Liverpool,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0,0,0,0,
1271,318,319,Harvey,Elliott,MID,Liverpool,52,1,0.3,1,0.26,0,0.4,0,0,0,0,0,3,0,7,0,0,0,0,0,5714,44,0,2,2,0.4,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0.075,0.0429,0.03,0.02,4
1275,319,320,Endo,Endo,MID,Liverpool,49,1,0.3,1,0,0,0.2,0,0,0,0,0,3,0,1,0,0,0,0,0,1155,376,0,0,0,0,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0.075,0.0429,0.03,0.02,4
1279,320,321,Cody,Gakpo,FWD,Liverpool,72,3,1,0.8,0.42,1.33,2,0,0,0,1,0,7,1,82,1,0,0,0,0,10740,2265,4.6,4.4,21,3,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0.25,0.1429,0.1,0.0667,4
1283,321,322,Joe,Gomez,DEF,Liverpool,49,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1726,473,0,0,0,0,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0,0,0,0,
1287,322,323,Ryan,Gravenberch,MID,Liverpool,50,9,2,2.2,0.15,0.65,0.6,0,0,3,1,0,58,1,360,2,0,0,0,0,2803,5384,50.4,39.7,13,10.3,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0.5,0.2857,0.2,0.1333,4
1291,323,324,Curtis,Jones,MID,Liverpool,53,1,0.3,1,0.06,1.2,0.1,0,0,0,1,0,2,0,15,0,0,0,0,0,150,222,0.8,0.7,0,0.2,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0.075,0.0429,0.03,0.02,4
1295,324,325,Caoimhin,Kelleher,GK,Liverpool,44,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,617,166,0,0,0,0,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0,0,0,0,
1299,325,326,Ibrahima,Konaté,DEF,Liverpool,51,16,5,4,0.08,0.64,5.6,0,0,2,2,1,80,1,299,0,0,0,0,0,11668,33441,65.6,15.8,25,10.7,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,1.25,0.7143,0.5,0.3333,4
1303,326,327,Luis,Luis Díaz,MID,Liverpool,77,35,10.7,8.8,0.83,0.45,21.8,3,1,4,3,5,115,0,286,0,0,0,0,0,34957,157275,149.2,90.9,139,37.9,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,2.675,1.5286,1.07,0.7133,4
1307,327,328,Mohamed,M.Salah,MID,Liverpool,127,43,9.7,10.8,0.77,0.67,46.3,3,3,3,2,8,141,1,352,0,0,0,0,0,40817,62559,183.8,92.7,217,49.3,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,2.425,1.3857,0.97,0.6467,4
1311,328,329,Alexis,Mac Allister,MID,Liverpool,64,10,2.3,2.5,0.26,0.63,2,0,0,3,1,0,53,0,329,0,0,0,0,0,8511,3162,40.4,63.3,32,13.5,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0.575,0.3286,0.23,0.1533,4
1315,329,330,James,McConnell,MID,Liverpool,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,160,0,0,0,0,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0,0,0,0,
1319,330,331,Tyler,Morton,MID,Liverpool,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,189,159,0,0,0,0,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0,0,0,0,
1323,331,332,Nathaniel,N.Phillips,DEF,Liverpool,40,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0,0,0,0,
1327,332,333,Jarell,Quansah,DEF,Liverpool,42,1,0,1,0,0.62,2,0,0,0,0,0,7,0,45,0,0,0,0,0,11013,2099,15.8,0.5,0,1.6,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0,0,0,0,
1331,333,334,Rhys,R.Williams,DEF,Liverpool,40,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,0,0,0,0,
1335,334,335,Andrew,Robertson,DEF,Liverpool,60,19,4.3,4.8,0.21,0.66,7.8,0,0,3,1,0,84,1,324,1,0,0,0,0,16862,22737,46.6,107.1,56,21,NFO (H),BOU (H),WOL (A),CRY (A),CHE (H),ARS (A),2,2,2,3,3,5,2,4,7,10,15,1.075,0.6143,0.43,0.2867,4
