,Player ID,Name,Last_Name,Team,Position,Cost_Today,Total Points,Form,xGi,xGc,Points/Game,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW2,GW3,GW4,GW5,GW6,GW7,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
1034,584,Ben,Brereton Díaz,Southampton,MID,55,3,1.5,0.06,2.45,1.5,na,0,0,0,3,0,10,2,160,1,0,0,0,0,7976,8960,9.6,44.4,20,7.4,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,2,1,0.5714,0.4444,0.3636
1036,608,Tyler,Dibling,Southampton,MID,45,2,1,0,0,1,na,0,0,0,2,0,12,0,26,0,0,0,0,0,587,1421,6.8,12.9,2,2.2,NFO (H),BRE (A),MUN (H),IPS (H),BOU (A),ARS (A),2,2,3,2,2,5,2,4,7,9,11,1.5,0.75,0.4286,0.3333,0.2727
1038,82,Dominic,Solanke,Spurs,FWD,75,2,1,0,0,1,na,0,0,0,2,0,17,1,90,0,0,0,0,0,999533,143667,19,15.3,61,9.5,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,2,0.6667,0.3636,0.3077,0.25
1040,478,Ashley,A.Phillips,Spurs,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,4872,4520,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1042,479,Brandon,Austin,Spurs,GK,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1883,2895,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1044,480,Rodrigo,Bentancur,Spurs,MID,50,1,0.5,0,0,0.5,na,0,0,0,1,0,15,1,77,1,0,0,0,0,7933,2176,9.8,4.8,29,4.4,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,1,0.3333,0.1818,0.1538,0.125
1046,481,Lucas,Bergvall,Spurs,MID,45,2,1,0.02,0,1,na,0,0,0,2,0,10,0,23,0,0,0,0,0,5721,10044,12.8,24.4,5,4.2,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,1.5,0.5,0.2727,0.2308,0.1875
1048,482,Yves,Bissouma,Spurs,MID,50,9,4.5,0.14,1,4.5,na,1,0,1,9,1,40,0,71,0,0,0,0,0,3788,516,43.8,6.5,7,5.7,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,4.5,1.5,0.8182,0.6923,0.5625
1050,483,Bryan,Bryan,Spurs,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1052,484,Ben,Davies,Spurs,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2762,1048,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1054,485,Alfie,Devine,Spurs,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,945,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1056,486,Radu,Dragusin,Spurs,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,3574,689,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1058,487,Emerson,E.Royal,Spurs,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1494,0,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1060,488,Fraser,Forster,Spurs,GK,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2531,702,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1062,489,Archie,Gray,Spurs,MID,50,2,1,0,0,1,na,0,0,0,2,0,5,0,30,0,0,0,0,0,3273,1409,7.2,2.6,0,1,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,1.5,0.5,0.2727,0.2308,0.1875
1064,490,Pierre-Emile,Højbjerg,Spurs,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1066,491,Brennan,Johnson,Spurs,MID,65,5,2.5,0.21,1,2.5,na,0,0,1,5,0,11,1,167,0,0,0,0,0,9203,5485,14.2,16.8,45,7.6,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,3.5,1.1667,0.6364,0.5385,0.4375
1068,492,Dejan,Kulusevski,Spurs,MID,65,7,3.5,0.11,1,3.5,na,0,1,1,7,0,21,0,77,0,0,0,0,0,47704,11585,28,50.1,30,10.8,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,4,1.3333,0.7273,0.6154,0.5
1070,493,Giovani,Lo Celso,Spurs,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1933,720,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1072,494,James,Maddison,Spurs,MID,75,11,5.5,0.79,1,5.5,na,0,2,1,11,0,50,1,156,0,0,0,0,0,33257,69307,70.2,94.6,46,21,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,8,2.6667,1.4545,1.2308,1
1074,495,Pedro,Pedro Porro,Spurs,DEF,55,15,7.5,0.14,1,7.5,na,1,0,1,15,1,51,1,180,0,0,0,0,0,164352,165086,75.2,80.8,22,17.8,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,12,4,2.1818,1.8462,1.5
1076,496,Sergio,Reguilón,Spurs,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,4785,642,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1078,497,Richarlison,Richarlison,Spurs,FWD,70,2,1,0,0,1,na,0,0,0,2,0,4,0,25,0,0,0,0,0,22092,33153,3.2,2.2,7,1.1,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,1.5,0.5,0.2727,0.2308,0.1875
1080,498,Cristian,Romero,Spurs,DEF,50,16,8,0.83,1,8,na,1,0,1,16,2,66,1,180,0,0,0,0,0,35060,31903,76.6,20.2,58,15.5,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,9,3,1.6364,1.3846,1.125
1082,499,Pape Matar,P.M.Sarr,Spurs,MID,50,3,1.5,0,0,1.5,na,0,0,0,3,0,13,1,100,0,0,0,0,0,3036,2361,10.8,16.1,8,3.5,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,2.5,0.8333,0.4545,0.3846,0.3125
1084,500,Dane,Scarlett,Spurs,FWD,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,5155,0,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1086,502,Manor,Solomon,Spurs,MID,55,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,235,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1088,503,Son,Son,Spurs,MID,100,18,9,1.19,1,9,na,2,0,1,18,3,73,1,180,0,0,0,0,0,100641,33013,88.4,48,65,20.2,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,10,3.3333,1.8182,1.5385,1.25
1090,504,Djed,Spence,Spurs,DEF,45,2,1,0,0,1,na,0,0,0,2,0,8,0,18,0,0,0,0,0,1087,239,3.8,2.4,2,0.8,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,1.5,0.5,0.2727,0.2308,0.1875
1092,505,Destiny,Udogie,Spurs,DEF,50,8,4,0.01,1,4,na,0,0,1,8,0,32,1,162,0,0,0,0,0,25019,23518,20.6,12,14,4.6,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,5,1.6667,0.9091,0.7692,0.625
1094,506,Micky,Van de Ven,Spurs,DEF,45,11,5.5,0.04,1,5.5,na,0,1,1,11,0,51,1,180,0,0,0,0,0,30300,30640,45.4,14.5,0,6,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,6.5,2.1667,1.1818,1,0.8125
1096,507,Alejo,Veliz,Spurs,FWD,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1098,508,Guglielmo,Vicario,Spurs,GK,50,8,4,0,1,4,na,0,0,1,8,0,46,1,180,0,0,3,0,0,25777,19469,39,0,0,3.9,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,5,1.6667,0.9091,0.7692,0.625
1100,509,Timo,Werner,Spurs,MID,65,1,0.5,0,0,0.5,na,0,0,0,1,0,3,0,12,0,0,0,0,0,5015,1105,2.2,5.8,4,1.2,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,1,0.3333,0.1818,0.1538,0.125
1102,510,Alfie,Whiteman,Spurs,GK,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,5194,8509,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1104,609,Will,Lankshear,Spurs,FWD,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,4535,9694,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1106,610,Mikey,Moore,Spurs,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,3591,0,0,0,0,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,0,0,0,0,0
1108,612,Wilson,Odobert,Spurs,MID,55,3,1.5,0.08,1,1.5,na,0,0,1,3,0,4,0,65,0,0,0,0,0,322,558,6.2,15.2,16,3.7,EVE (H),NEW (A),ARS (H),BRE (H),MUN (A),BHA (A),2,4,5,2,3,2,2,6,11,13,16,1.5,0.5,0.2727,0.2308,0.1875
1110,388,Aaron,Wan-Bissaka,West Ham,DEF,45,1,0.5,0,0.56,0.5,na,0,0,0,1,0,4,0,28,0,0,0,0,0,20075,7149,4.2,0.1,0,0.4,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,0.3333,0.125,0.0909,0.0714,0.0625
1112,511,Edson,Álvarez,West Ham,MID,50,1,0.5,0.22,0.03,0.5,na,0,0,0,1,0,2,0,12,0,0,0,0,0,2406,135,4.4,3.2,1,0.9,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,0.3333,0.125,0.0909,0.0714,0.0625
1114,512,Michail,Antonio,West Ham,FWD,55,4,2,0.57,0.79,2,na,0,0,1,4,0,2,1,133,0,0,0,0,0,19870,18638,0,4.4,25,2.2,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,2,0.75,0.5455,0.4286,0.375
1116,513,Alphonse,Areola,West Ham,GK,45,7,3.5,0,1.35,3.5,na,0,0,1,7,0,29,2,180,0,0,3,0,0,37920,27253,25.8,0,0,2.6,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,2.6667,1,0.7273,0.5714,0.5
1118,514,Jarrod,Bowen,West Ham,MID,75,10,5,0.35,1.35,5,na,1,0,1,10,0,29,1,162,0,0,0,0,0,79490,16308,51.8,79.9,23,15.4,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,4,1.5,1.0909,0.8571,0.75
1120,516,Vladimír,Coufal,West Ham,DEF,45,7,3.5,0.02,0.79,3.5,na,0,0,1,7,0,16,2,146,0,0,0,0,0,5892,2876,18,16.2,1,3.3,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,2.6667,1,0.7273,0.5714,0.5
1122,517,Aaron,Cresswell,West Ham,DEF,40,1,0.5,0,0.03,0.5,na,0,0,0,1,0,3,0,1,0,0,0,0,0,16944,10331,0,0,0,0,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,0.3333,0.125,0.0909,0.0714,0.0625
1124,519,George,Earthy,West Ham,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2882,0,0,0,0,0,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,0,0,0,0,0
1126,520,Emerson,Emerson,West Ham,DEF,45,7,3.5,0.01,1.32,3.5,na,0,0,1,7,0,32,2,178,0,0,0,0,0,4504,3770,24.2,4.1,17,4.5,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,2.6667,1,0.7273,0.5714,0.5
1128,521,Łukasz,Fabianski,West Ham,GK,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,35920,39627,0,0,0,0,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,0,0,0,0,0
1130,522,Wes,Foderingham,West Ham,GK,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,237,0,0,0,0,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,0,0,0,0,0
1132,523,Danny,Ings,West Ham,FWD,50,1,0.5,0,0,0.5,na,0,0,0,1,0,2,0,5,0,0,0,0,0,13665,15287,3.2,0.3,17,2.1,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,0.6667,0.25,0.1818,0.1429,0.125
1134,524,Max,Kilman,West Ham,DEF,45,13,6.5,0.07,1.35,6.5,na,0,1,1,13,3,49,2,180,0,0,0,0,0,5210,3315,70.4,32.3,6,10.9,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,4.6667,1.75,1.2727,1,0.875
1136,525,Mohammed,Kudus,West Ham,MID,65,5,2.5,0.24,1.32,2.5,na,0,0,1,5,0,20,2,177,0,0,0,0,0,86583,37199,15,36.3,31,8.2,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,2.3333,0.875,0.6364,0.5,0.4375
1138,526,Luis Guilherme,L.Guilherme,West Ham,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,645,73,0,0,0,0,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,0,0,0,0,0
1140,527,Lucas,L.Paquetá,West Ham,MID,60,9,4.5,0.15,1.35,4.5,na,1,0,1,9,0,34,1,163,1,0,0,0,0,17922,53577,53.4,24.8,26,10.4,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,5,1.875,1.3636,1.0714,0.9375
1142,528,Konstantinos,Mavropanos,West Ham,DEF,45,9,4.5,0,1.35,4.5,na,0,0,1,9,2,43,2,180,0,0,0,0,0,1000,566,60.8,1.1,4,6.6,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,3.3333,1.25,0.9091,0.7143,0.625
1144,529,Nayef,N.Aguerd,West Ham,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2441,557,0,0,0,0,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,0,0,0,0,0
1146,530,Tomáš,Souček,West Ham,MID,50,13,6.5,0.25,1.32,6.5,na,1,1,1,13,1,36,2,167,1,0,0,0,0,13659,22938,39.4,35.6,68,14.3,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,6,2.25,1.6364,1.2857,1.125
1148,532,Kurt,Zouma,West Ham,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,8266,1621,0,0,0,0,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,0,0,0,0,0
1150,576,Andy,Irving,West Ham,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,327,79,0,0,0,0,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,0,0,0,0,0
1152,587,Crysencio,Summerville,West Ham,MID,60,1,0.5,0,0,0.5,na,0,0,0,1,0,9,1,17,0,0,0,0,0,17530,5711,8.2,29.4,6,4.4,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,0.6667,0.25,0.1818,0.1429,0.125
1154,588,Guido,G.Rodríguez,West Ham,MID,50,5,2.5,0.02,1.35,2.5,na,0,0,1,5,0,26,2,174,0,0,0,0,0,759,675,15.2,2.4,5,2.3,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,2.3333,0.875,0.6364,0.5,0.4375
1156,589,Niclas,Füllkrug,West Ham,FWD,70,2,1,0.25,0.56,1,na,0,0,0,2,0,1,1,44,0,0,0,0,0,70940,27400,2.4,0.7,23,2.7,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,1,0.375,0.2727,0.2143,0.1875
1158,591,Jean-Clair,Todibo,West Ham,DEF,45,2,1,0,0.03,1,na,0,0,0,2,0,5,0,7,0,0,0,0,0,4168,1860,5,0,0,0.5,CRY (A),MCI (H),FUL (A),CHE (H),BRE (A),IPS (H),3,5,3,3,2,2,3,8,11,14,16,1,0.375,0.2727,0.2143,0.1875
1160,204,Sam,Johnstone,Wolves,GK,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,6363,612,0,0,0,0,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0,0,0,0,0
1162,533,Rayan,Aït-Nouri,Wolves,DEF,45,3,1.5,0.22,1.24,1.5,na,0,1,0,3,0,2,7,150,1,0,0,0,0,14854,12481,23,14.2,7,4.5,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,1.3333,0.8,0.5,0.3333,0.25
1164,534,Boubacar,B.Traore,Wolves,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,483,0,0,0,0,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0,0,0,0,0
1166,535,Jean-Ricner,Bellegarde,Wolves,MID,50,3,1.5,0.01,1.24,1.5,na,0,0,0,3,0,6,6,123,0,0,0,0,0,464,478,2.4,2.1,3,0.5,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,1.3333,0.8,0.5,0.3333,0.25
1168,536,Daniel,Bentley,Wolves,GK,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,5492,5762,0,0,0,0,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0,0,0,0,0
1170,537,Francisco Jorge,Chiquinho,Wolves,MID,45,1,0.5,0,0,0.5,na,0,0,0,1,0,4,0,6,0,0,0,0,0,2295,4338,3,14.3,2,1.9,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0.6667,0.4,0.25,0.1667,0.125
1172,538,Tawanda,Chirewa,Wolves,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1211,916,0,0,0,0,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0,0,0,0,0
1174,539,Leon,Chiwome,Wolves,FWD,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1849,529,0,0,0,0,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0,0,0,0,0
1176,540,Luke,Cundle,Wolves,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,1684,0,0,0,0,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0,0,0,0,0
1178,541,Matheus,Cunha,Wolves,FWD,65,7,3.5,1.13,1.24,3.5,na,1,0,0,7,0,43,6,100,0,0,0,0,0,34133,11678,53.4,43,61,15.7,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,2.6667,1.6,1,0.6667,0.5
1180,542,Craig,Dawson,Wolves,DEF,45,2,1,0,0.32,1,na,0,0,0,2,0,2,1,29,0,0,0,0,0,1633,356,5.4,0.1,0,0.5,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,1,0.6,0.375,0.25,0.1875
1182,543,Matt,Doherty,Wolves,DEF,45,0,0,0.06,1.56,0,na,0,0,0,0,0,-1,8,180,0,0,0,0,0,1596,875,31,14.5,15,6.1,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0.3333,0.2,0.125,0.0833,0.0625
1184,544,Tommy,Doyle,Wolves,MID,50,1,0.5,0,0,0.5,na,0,0,0,1,0,3,0,1,0,0,0,0,0,565,98,1.6,11.2,0,1.3,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0.3333,0.2,0.125,0.0833,0.0625
1186,545,Fábio,Fábio Silva,Wolves,FWD,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,5019,3044,0,0,0,0,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0,0,0,0,0
1188,546,Nathan,Fraser,Wolves,FWD,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,41566,44392,0,0,0,0,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0,0,0,0,0
1190,547,Enso,Gonzalez,Wolves,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,694,226,0,0,0,0,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0,0,0,0,0
1192,548,Gonçalo Manuel,Guedes,Wolves,MID,55,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1634,382,0,0,0,0,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0,0,0,0,0
1194,549,Hugo,H.Bueno,Wolves,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,0,0,0,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0,0,0,0,0
1196,550,Hwang,Hee Chan,Wolves,MID,65,3,1.5,0.01,0.93,1.5,na,0,0,0,3,0,17,6,148,0,0,0,0,0,11332,4051,9.4,17.3,6,3.2,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,1.6667,1,0.625,0.4167,0.3125
1198,551,Joe,Hodge,Wolves,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,6371,7354,0,0,0,0,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0,0,0,0,0
1200,552,Ki-Jana,Hoever,Wolves,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2668,1689,0,0,0,0,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,0,0,0,0,0
1202,553,João Victor,J.Gomes,Wolves,MID,50,3,1.5,0.04,1.56,1.5,na,0,0,0,3,0,18,8,173,1,0,0,0,0,1515,765,21.8,9.4,1,3.2,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,1.3333,0.8,0.5,0.3333,0.25
1204,554,José,José Sá,Wolves,GK,45,1,0.5,0.01,1.56,0.5,na,0,0,0,1,0,-1,8,180,0,0,6,0,0,11993,9648,53,10,0,6.3,CHE (H),NFO (A),NEW (H),AVL (A),LIV (H),BRE (A),3,2,3,4,4,2,3,5,8,12,16,1,0.6,0.375,0.25,0.1875
