,Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Form,Gameweek,Avail,GW16,GW17,GW18,GW19,GW20,NGW1,NGW2,NGW3,NGW4,NGW5,F_1,F_2,F_3,F_4,F_5,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
7829,522,Ryan,Yates,Nott'm Forest,MID,47.0,1.0,1.1400000000000001,15.0,i,TOT (H),FUL (A),MCI (H),EVE (H),AVL (A),0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.3333333333333333,2.0,2.0,3.0,3.42,0.855,0.57,0.57,0.38
7844,523,Eric,da Silva Moreira,Nott'm Forest,MID,45.0,0.0,1.06,15.0,u,TOT (H),FUL (A),MCI (H),EVE (H),AVL (A),0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.3333333333333333,2.0,2.0,3.0,3.18,0.795,0.53,0.53,0.3533
7859,524,Marko,Stamenić,Nott'm Forest,MID,45.0,0.0,1.06,15.0,u,TOT (H),FUL (A),MCI (H),EVE (H),AVL (A),0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.3333333333333333,2.0,2.0,3.0,3.18,0.795,0.53,0.53,0.3533
7874,525,Chris,Wood,Nott'm Forest,FWD,72.0,0.0,1.06,15.0,i,TOT (H),FUL (A),MCI (H),EVE (H),AVL (A),0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.3333333333333333,2.0,2.0,3.0,3.18,0.795,0.53,0.53,0.3533
7889,526,Igor Jesus,Maciel da Cruz,Nott'm Forest,FWD,58.0,2.0,1.36,15.0,a,TOT (H),FUL (A),MCI (H),EVE (H),AVL (A),0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.3333333333333333,2.0,2.0,3.0,4.08,1.02,0.68,0.68,0.4533
7904,527,Taiwo,Awoniyi,Nott'm Forest,FWD,52.0,0.0,1.06,15.0,d,TOT (H),FUL (A),MCI (H),EVE (H),AVL (A),0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.3333333333333333,1.3333333333333333,2.0,2.0,3.0,3.18,0.795,0.53,0.53,0.3533
7919,528,Anthony,Patterson,Sunderland,GK,43.0,0.0,1.06,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.06,1.06,0.636,0.636
7934,529,Simon,Moore,Sunderland,GK,39.0,0.0,1.06,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.06,1.06,0.636,0.636
7949,530,Blondy,Nna Noukeu,Sunderland,GK,39.0,0.0,1.06,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.06,1.06,0.636,0.636
7964,531,Daniel,Ballard,Sunderland,DEF,46.0,1.0,1.24,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.24,1.24,0.744,0.744
7979,532,Trai,Hume,Sunderland,DEF,45.0,1.0,1.1400000000000001,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.14,1.14,0.684,0.684
7994,533,Aji,Alese,Sunderland,DEF,40.0,0.0,1.06,15.0,i,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.06,1.06,0.636,0.636
8009,534,Joe,Anderson,Sunderland,DEF,39.0,0.0,1.06,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.06,1.06,0.636,0.636
8024,535,Dennis,Cirkin,Sunderland,DEF,40.0,0.0,1.06,15.0,d,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.06,1.06,0.636,0.636
8039,536,Leo Fuhr,Hjelde,Sunderland,DEF,40.0,0.0,1.06,15.0,d,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.06,1.06,0.636,0.636
8054,537,Niall,Huggins,Sunderland,DEF,40.0,0.0,1.06,15.0,u,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.06,1.06,0.636,0.636
8069,538,Zak,Johnson,Sunderland,DEF,39.0,0.0,1.06,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.06,1.06,0.636,0.636
8084,539,Luke,O'Nien,Sunderland,DEF,40.0,-2.0,1.04,15.0,s,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.04,1.04,0.624,0.624
8099,540,Timothée,Pembélé,Sunderland,DEF,39.0,0.0,1.06,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.06,1.06,0.636,0.636
8114,541,Reinildo,Mandava,Sunderland,DEF,40.0,0.0,1.24,15.0,d,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.24,1.24,0.744,0.744
8129,542,Jenson,Seelt,Sunderland,DEF,40.0,0.0,1.06,15.0,u,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.0,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.6666666666666665,1.6666666666666665,inf,1.06,1.06,0.636,0.636
8144,543,Simon,Adingra,Sunderland,MID,50.0,1.0,1.1,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.3,1.1,1.1,0.66,0.55
8159,544,Habib,Diarra,Sunderland,MID,53.0,0.0,1.06,15.0,i,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.18,1.06,1.06,0.636,0.53
8174,545,Patrick,Roberts,Sunderland,MID,54.0,0.0,1.06,15.0,u,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.18,1.06,1.06,0.636,0.53
8189,546,Milan,Aleksić,Sunderland,MID,49.0,0.0,1.06,15.0,u,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.18,1.06,1.06,0.636,0.53
8204,547,Enzo,Le Fée,Sunderland,MID,49.0,2.0,1.5,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,4.5,1.5,1.5,0.9,0.75
8219,548,Romaine,Mundle,Sunderland,MID,49.0,1.0,1.08,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.24,1.08,1.08,0.648,0.54
8234,549,Dan,Neil,Sunderland,MID,48.0,0.0,1.06,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.18,1.06,1.06,0.636,0.53
8249,550,Ian,Poveda-Ocampo,Sunderland,MID,48.0,0.0,1.06,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.18,1.06,1.06,0.636,0.53
8264,551,Chris,Rigg,Sunderland,MID,48.0,0.0,1.06,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.18,1.06,1.06,0.636,0.53
8279,552,Noah,Sadiki,Sunderland,MID,50.0,2.0,1.22,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.66,1.22,1.22,0.732,0.61
8294,553,Chemsdine,Talbi,Sunderland,MID,50.0,1.0,1.34,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,4.02,1.34,1.34,0.804,0.67
8309,554,Abdoullah,Ba,Sunderland,MID,43.0,0.0,1.06,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.18,1.06,1.06,0.636,0.53
8324,555,Alan,Browne,Sunderland,MID,45.0,0.0,1.06,15.0,u,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.18,1.06,1.06,0.636,0.53
8339,556,Pierre,Ekwah Elimby,Sunderland,MID,45.0,0.0,1.06,15.0,u,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.18,1.06,1.06,0.636,0.53
8354,557,Harrison,Jones,Sunderland,MID,44.0,0.0,1.06,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.18,1.06,1.06,0.636,0.53
8369,558,Jay,Matete,Sunderland,MID,44.0,0.0,1.06,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.18,1.06,1.06,0.636,0.53
8384,559,Nectarios,Triantis,Sunderland,MID,44.0,0.0,1.06,15.0,u,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.18,1.06,1.06,0.636,0.53
8399,560,Wilson,Isidor,Sunderland,FWD,56.0,1.0,1.1800000000000002,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.54,1.18,1.18,0.708,0.59
8414,561,Eliezer,Mayenda Dossou,Sunderland,FWD,53.0,0.0,1.08,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.24,1.08,1.08,0.648,0.54
8429,562,Ahmed,Abdullahi,Sunderland,FWD,43.0,0.0,1.06,15.0,a,NEW (H),BHA (A),LEE (H),MCI (H),TOT (A),0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.6666666666666665,1.9999999999999998,3.18,1.06,1.06,0.636,0.53
